number,ttr_h,ttr_outlier,ttr_h_log,ttr_h_winsor,opened_at,contact_type,category,subcategory,impact_level,urgency_level,priority_level
INC0014821,3267.3166666666666,1,8.092030350510273,2843.4006666666587,2016-04-04 11:29:00+00:00,Phone,Category 34,Subcategory 174,2,2,3
INC0014822,48.43333333333333,0,3.900624960475777,48.43333333333333,2016-04-04 11:31:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014823,1.0166666666666666,0,0.7014459833746404,1.0166666666666666,2016-04-04 11:35:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0014824,1.2666666666666666,0,0.8183103235139513,1.2666666666666666,2016-04-04 11:35:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0014825,171.73333333333332,0,5.151748979459899,171.73333333333332,2016-04-04 11:36:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014827,167.91666666666666,0,5.129405496664,167.91666666666666,2016-04-04 11:38:00+00:00,Phone,Category 46,Subcategory 174,2,2,3
INC0014829,93.18333333333334,0,4.5452432374077425,93.18333333333334,2016-04-04 11:42:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014830,0.1,0,0.09531017980432487,0.1,2016-04-04 11:43:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014831,71.86666666666666,0,4.288631287074328,71.86666666666666,2016-04-04 11:47:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0014832,7.9,0,2.186051276738094,7.9,2016-04-04 11:47:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014833,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-04-04 11:47:00+00:00,Phone,Category 53,Subcategory 303,2,2,3
INC0014834,28.95,0,3.3995293245614584,28.95,2016-04-04 11:49:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014835,35.45,0,3.5959414584546674,35.45,2016-04-04 11:51:00+00:00,Phone,Category 42,Subcategory 183,2,2,3
INC0014836,51.63333333333333,0,3.9633496325934865,51.63333333333333,2016-04-04 11:52:00+00:00,Phone,Category 20,Subcategory 103,2,2,3
INC0014837,3.066666666666667,0,1.4028236630711013,3.066666666666667,2016-04-04 11:52:00+00:00,Phone,Category 24,Subcategory 164,2,2,3
INC0014838,0.18333333333333332,0,0.16833531481921474,0.18333333333333332,2016-04-04 11:53:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014839,2.433333333333333,0,1.2335316065674804,2.433333333333333,2016-04-04 11:53:00+00:00,Phone,Category 24,Subcategory 164,2,2,3
INC0014840,46.75,0,3.865979066926739,46.75,2016-04-04 11:54:00+00:00,Phone,Category 57,Subcategory 305,2,2,3
INC0014841,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-04-04 11:55:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0014843,170.51666666666668,0,5.144680443613991,170.51666666666668,2016-04-04 11:57:00+00:00,Phone,Category 46,Subcategory 243,2,2,3
INC0014845,25.866666666666667,0,3.290886360844473,25.866666666666667,2016-04-04 11:58:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0014846,196.08333333333334,0,5.283626651138033,196.08333333333334,2016-04-04 12:02:00+00:00,Phone,Category 42,Subcategory 183,2,2,3
INC0014848,0.5833333333333334,0,0.4595323293784402,0.5833333333333334,2016-04-04 12:06:00+00:00,Phone,Category 35,Subcategory 92,2,2,3
INC0014849,45.166666666666664,0,3.8322580369592836,45.166666666666664,2016-04-04 12:06:00+00:00,Phone,Category 20,Subcategory 174,2,2,3
INC0014851,0.2833333333333333,0,0.24946085963158315,0.2833333333333333,2016-04-04 12:07:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014853,94.2,0,4.55597994179732,94.2,2016-04-04 12:09:00+00:00,Phone,Category 9,Subcategory 174,2,2,3
INC0014855,337.31666666666666,0,5.823982340510667,337.31666666666666,2016-04-04 12:10:00+00:00,Phone,Category 23,Subcategory 75,2,2,3
INC0014856,236.38333333333333,0,5.469676274712485,236.38333333333333,2016-04-04 12:11:00+00:00,Phone,Category 46,Subcategory 174,2,2,3
INC0014857,0.45,0,0.37156355643248307,0.45,2016-04-04 12:15:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014858,44.81666666666667,0,3.824647925943145,44.81666666666667,2016-04-04 12:16:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014859,70.9,0,4.275276264727001,70.9,2016-04-04 12:16:00+00:00,Phone,Category 40,Subcategory 44,2,2,3
INC0014861,2.216666666666667,0,1.168345626682785,2.216666666666667,2016-04-04 12:20:00+00:00,Phone,Category 17,Subcategory 90,2,2,3
INC0014862,2.0166666666666666,0,1.104152469043725,2.0166666666666666,2016-04-04 12:21:00+00:00,Phone,Category 23,Subcategory 3,2,2,3
INC0014863,0.35,0,0.30010459245033805,0.35,2016-04-04 12:21:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014864,1007.2166666666667,0,6.915938372623445,1007.2166666666667,2016-04-04 12:22:00+00:00,Phone,Category 42,Subcategory 29,2,2,3
INC0014865,0.2,0,0.18232155679395465,0.2,2016-04-04 12:24:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014866,28.4,0,3.380994674344636,28.4,2016-04-04 12:26:00+00:00,Phone,Category 46,Subcategory 208,2,2,3
INC0014867,71.41666666666667,0,4.282436475477391,71.41666666666667,2016-04-04 12:28:00+00:00,Phone,Category 51,Subcategory 301,2,2,3
INC0014868,218.35,0,5.390668627612223,218.35,2016-04-04 12:29:00+00:00,Phone,Category 53,Subcategory 13,2,2,3
INC0014869,867.9166666666666,0,6.767247225001593,867.9166666666666,2016-04-04 12:31:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0014870,45.45,0,3.8383764652598478,45.45,2016-04-04 12:31:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014871,72.38333333333334,0,4.295696843533653,72.38333333333334,2016-04-04 12:32:00+00:00,Phone,Category 20,Subcategory 174,2,2,3
INC0014874,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 12:36:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014875,0.8,0,0.5877866649021191,0.8,2016-04-04 12:38:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0014876,,0,,,2016-04-04 12:38:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014877,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 12:38:00+00:00,Phone,Category 51,Subcategory 301,2,2,3
INC0014879,69.2,0,4.251348311031766,69.2,2016-04-04 12:40:00+00:00,Phone,Category 34,Subcategory 174,2,2,3
INC0014880,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 12:40:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014881,0.016666666666666666,0,0.016529301951210565,0.016666666666666666,2016-04-04 12:42:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014882,28.233333333333334,0,3.3753096107100276,28.233333333333334,2016-04-04 12:43:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0014883,44.93333333333333,0,3.8271910699114486,44.93333333333333,2016-04-04 12:43:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0014884,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 12:43:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014885,45.7,0,3.8437441646748516,45.7,2016-04-04 12:45:00+00:00,Phone,Category 26,Subcategory 164,2,2,3
INC0014886,0.016666666666666666,0,0.016529301951210565,0.016666666666666666,2016-04-04 12:45:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014887,49.13333333333333,0,3.91468612284763,49.13333333333333,2016-04-04 12:46:00+00:00,Phone,Category 37,Subcategory 174,2,2,3
INC0014888,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 12:46:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014889,45.63333333333333,0,3.8423155930033257,45.63333333333333,2016-04-04 12:47:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0014890,27.666666666666668,0,3.355735007585398,27.666666666666668,2016-04-04 12:48:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014891,360.6666666666667,0,5.89072297730645,360.6666666666667,2016-04-04 12:49:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0014892,21.833333333333332,0,3.1282214566000697,21.833333333333332,2016-04-04 12:52:00+00:00,Phone,Category 9,Subcategory 145,2,2,3
INC0014893,70.7,0,4.272490747605575,70.7,2016-04-04 12:53:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0014894,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-04-04 12:57:00+00:00,Phone,Category 9,Subcategory 174,2,2,3
INC0014895,0.9666666666666667,0,0.6763400622435641,0.9666666666666667,2016-04-04 13:10:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0014899,1.85,0,1.0473189942805592,1.85,2016-04-04 13:18:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0014901,45.333333333333336,0,3.835861644462582,45.333333333333336,2016-04-04 13:18:00+00:00,Phone,Category 53,Subcategory 114,2,2,3
INC0014902,23.033333333333335,0,3.179441755622794,23.033333333333335,2016-04-04 13:20:00+00:00,Phone,Category 61,Subcategory 174,2,2,3
INC0014905,910.1166666666667,0,6.814670953458511,910.1166666666667,2016-04-04 13:25:00+00:00,Phone,Category 57,Subcategory 174,2,2,3
INC0014906,2.1166666666666667,0,1.136764054632486,2.1166666666666667,2016-04-04 13:28:00+00:00,Phone,Category 46,Subcategory 47,2,2,3
INC0014907,1.6166666666666667,0,0.9619012431262074,1.6166666666666667,2016-04-04 13:29:00+00:00,Phone,Category 20,Subcategory 103,2,2,3
INC0014909,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-04-04 13:33:00+00:00,Phone,Category 32,Subcategory 9,2,2,3
INC0014910,194.9,0,5.277604324950495,194.9,2016-04-04 13:34:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0014911,168.5,0,5.1328529268205045,168.5,2016-04-04 13:37:00+00:00,Phone,Category 24,Subcategory 228,2,2,3
INC0014912,4.233333333333333,0,1.6550484236861527,4.233333333333333,2016-04-04 13:38:00+00:00,Phone,Category 53,Subcategory 114,2,2,3
INC0014913,0.2,0,0.18232155679395465,0.2,2016-04-04 13:38:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014914,0.2833333333333333,0,0.24946085963158315,0.2833333333333333,2016-04-04 13:39:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0014915,71.11666666666666,0,4.278285178002784,71.11666666666666,2016-04-04 13:41:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0014916,174.33333333333334,0,5.1666889240696,174.33333333333334,2016-04-04 13:43:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0014917,335.8666666666667,0,5.819687204189698,335.8666666666667,2016-04-04 13:43:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014918,503.6333333333333,0,6.223832092949723,503.6333333333333,2016-04-04 13:43:00+00:00,Phone,Category 46,Subcategory 150,2,2,3
INC0014920,1.4666666666666666,0,0.9028677115420143,1.4666666666666666,2016-04-04 13:49:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0014922,356.98333333333335,0,5.880486430382162,356.98333333333335,2016-04-04 13:49:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014923,0.31666666666666665,0,0.2751032902449208,0.31666666666666665,2016-04-04 13:51:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014924,0.7833333333333333,0,0.5784842722398055,0.7833333333333333,2016-04-04 13:53:00+00:00,Phone,Category 57,Subcategory 101,2,2,3
INC0014927,66.61666666666666,0,4.213854500984347,66.61666666666666,2016-04-04 13:55:00+00:00,Phone,Category 37,Subcategory 135,2,2,3
INC0014930,50.03333333333333,0,3.932479013995528,50.03333333333333,2016-04-04 13:56:00+00:00,Phone,Category 35,Subcategory 92,2,2,3
INC0014934,94.21666666666667,0,4.556154996502362,94.21666666666667,2016-04-04 13:57:00+00:00,Phone,Category 23,Subcategory 174,2,2,3
INC0014936,18.45,0,2.9678470700644555,18.45,2016-04-04 13:58:00+00:00,Phone,Category 9,Subcategory 164,2,2,3
INC0014937,0.13333333333333333,0,0.12516314295400602,0.13333333333333333,2016-04-04 13:58:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0014939,44.95,0,3.827553848801696,44.95,2016-04-04 14:03:00+00:00,Phone,Category 53,Subcategory 82,2,2,3
INC0014940,27.016666666666666,0,3.332799571186515,27.016666666666666,2016-04-04 14:06:00+00:00,Phone,Category 32,Subcategory 300,2,2,3
INC0014942,7.683333333333334,0,2.161405479531266,7.683333333333334,2016-04-04 14:11:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014944,91.08333333333333,0,4.522693964163853,91.08333333333333,2016-04-04 14:14:00+00:00,Phone,Category 46,Subcategory 231,2,2,3
INC0014945,0.5166666666666667,0,0.4165149442947494,0.5166666666666667,2016-04-04 14:14:00+00:00,Phone,Category 20,Subcategory 103,2,2,3
INC0014946,26.6,0,3.3178157727231046,26.6,2016-04-04 14:16:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014947,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-04-04 14:20:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014948,68.36666666666666,0,4.239406444731479,68.36666666666666,2016-04-04 14:20:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014949,69.58333333333333,0,4.256794044864054,69.58333333333333,2016-04-04 14:21:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014950,0.6666666666666666,0,0.5108256237659906,0.6666666666666666,2016-04-04 14:24:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0014951,18.916666666666668,0,2.99155690214351,18.916666666666668,2016-04-04 14:24:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014952,0.6333333333333333,0,0.4906229164484712,0.6333333333333333,2016-04-04 14:24:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0014953,913.15,0,6.817994671774514,913.15,2016-04-04 14:25:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014954,13.35,0,2.66374994220563,13.35,2016-04-04 14:25:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014955,23.733333333333334,0,3.208151861505225,23.733333333333334,2016-04-04 14:26:00+00:00,Phone,Category 43,Subcategory 105,2,2,3
INC0014956,20.516666666666666,0,3.0688278286245416,20.516666666666666,2016-04-04 14:28:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0014957,13.95,0,2.7047112998366956,13.95,2016-04-04 14:28:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014958,365.05,0,5.9027699360926515,365.05,2016-04-04 14:30:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014959,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-04-04 14:31:00+00:00,Phone,Category 20,Subcategory 174,2,2,3
INC0014960,0.21666666666666667,0,0.19611487892629045,0.21666666666666667,2016-04-04 14:32:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014961,20.3,0,3.0587070727153796,20.3,2016-04-04 14:33:00+00:00,Phone,Category 26,Subcategory 164,2,2,3
INC0014962,24.416666666666668,0,3.2354051268194115,24.416666666666668,2016-04-04 14:35:00+00:00,Phone,Category 61,Subcategory 36,2,2,3
INC0014963,0.5666666666666667,0,0.4489502200479032,0.5666666666666667,2016-04-04 14:36:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014964,42.516666666666666,0,3.773144006477028,42.516666666666666,2016-04-04 14:37:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014965,20.15,0,3.0516399054922867,20.15,2016-04-04 14:39:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0014967,0.21666666666666667,0,0.19611487892629045,0.21666666666666667,2016-04-04 14:39:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0014968,0.11666666666666667,0,0.11034805716886538,0.11666666666666667,2016-04-04 14:42:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0014969,259.9166666666667,0,5.564201071538405,259.9166666666667,2016-04-04 14:42:00+00:00,Phone,Category 46,Subcategory 220,2,2,3
INC0014970,1.7166666666666666,0,0.9994056385846616,1.7166666666666666,2016-04-04 14:44:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0014973,3698.4666666666667,1,8.215943944098406,2843.4006666666587,2016-04-04 14:45:00+00:00,Phone,Category 46,Subcategory 249,2,2,3
INC0014974,428.7,0,6.063087290780949,428.7,2016-04-04 14:46:00+00:00,Phone,Category 46,Subcategory 254,2,2,3
INC0014976,24.533333333333335,0,3.239984788078436,24.533333333333335,2016-04-04 14:48:00+00:00,Phone,Category 40,Subcategory 69,2,2,3
INC0014980,0.05,0,0.04879016416943201,0.05,2016-04-04 14:52:00+00:00,Phone,Category 23,Subcategory 3,2,2,3
INC0014981,2.2333333333333334,0,1.1735135968412274,2.2333333333333334,2016-04-04 14:52:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014982,12.583333333333334,0,2.608843551018762,12.583333333333334,2016-04-04 14:53:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014983,0.18333333333333332,0,0.16833531481921474,0.18333333333333332,2016-04-04 14:57:00+00:00,Phone,Category 51,Subcategory 6,2,2,3
INC0014984,68.03333333333333,0,4.234589479733429,68.03333333333333,2016-04-04 14:58:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014985,68.15,0,4.236278058110767,68.15,2016-04-04 14:58:00+00:00,Phone,Category 26,Subcategory 164,2,2,3
INC0014986,0.9166666666666666,0,0.6505875661411493,0.9166666666666666,2016-04-04 15:01:00+00:00,Phone,Category 37,Subcategory 285,2,2,3
INC0014989,26.0,0,3.295836866004329,26.0,2016-04-04 15:02:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014991,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-04-04 15:07:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0014992,0.1,0,0.09531017980432487,0.1,2016-04-04 15:07:00+00:00,Phone,Category 20,Subcategory 125,2,2,3
INC0014993,26.666666666666668,0,3.3202283191284883,26.666666666666668,2016-04-04 15:07:00+00:00,Phone,Category 44,Subcategory 64,2,2,3
INC0014994,0.2,0,0.18232155679395465,0.2,2016-04-04 15:09:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0014995,189.11666666666667,0,5.247637918805797,189.11666666666667,2016-04-04 15:09:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0014996,364.4,0,5.900992643943907,364.4,2016-04-04 15:11:00+00:00,Phone,Category 44,Subcategory 174,2,2,3
INC0014997,11.733333333333333,0,2.54422322694442,11.733333333333333,2016-04-04 15:13:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0014998,49.05,0,3.9130225057612296,49.05,2016-04-04 15:13:00+00:00,Phone,Category 46,Subcategory 255,2,2,3
INC0014999,26.0,0,3.295836866004329,26.0,2016-04-04 15:17:00+00:00,Phone,Category 44,Subcategory 64,2,2,3
INC0015000,168.96666666666667,0,5.135602339393,168.96666666666667,2016-04-04 15:17:00+00:00,Phone,Category 61,Subcategory 16,2,2,3
INC0015001,0.16666666666666666,0,0.1541506798272583,0.16666666666666666,2016-04-04 15:19:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0015002,18.133333333333333,0,2.951432014657411,18.133333333333333,2016-04-04 15:19:00+00:00,Phone,Category 40,Subcategory 174,2,2,3
INC0015004,17.95,0,2.9418039315284354,17.95,2016-04-04 15:24:00+00:00,Phone,Category 23,Subcategory 75,2,2,3
INC0015005,239.91666666666666,0,5.484451092228346,239.91666666666666,2016-04-04 15:25:00+00:00,Phone,Category 46,Subcategory 231,2,2,3
INC0015006,1.1166666666666667,0,0.7498425242364906,1.1166666666666667,2016-04-04 15:26:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0015007,95.73333333333333,0,4.571958051781978,95.73333333333333,2016-04-04 15:27:00+00:00,Phone,Category 9,Subcategory 174,2,2,3
INC0015008,572.9833333333333,0,6.352600359893367,572.9833333333333,2016-04-04 15:27:00+00:00,Phone,Category 57,Subcategory 170,2,2,3
INC0015009,25.7,0,3.2846635654062037,25.7,2016-04-04 15:28:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015011,379.28333333333336,0,5.94091658892347,379.28333333333336,2016-04-04 15:32:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015012,91.16666666666667,0,4.5235985322942796,91.16666666666667,2016-04-04 15:34:00+00:00,Phone,Category 13,Subcategory 302,2,2,3
INC0015014,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-04-04 15:36:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0015015,1031.9,0,6.940125659012588,1031.9,2016-04-04 15:38:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0015016,0.06666666666666667,0,0.06453852113757116,0.06666666666666667,2016-04-04 15:40:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015018,0.15,0,0.13976194237515868,0.15,2016-04-04 15:41:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0015019,0.03333333333333333,0,0.03278982282299087,0.03333333333333333,2016-04-04 15:43:00+00:00,Phone,Category 57,Subcategory 170,2,2,3
INC0015020,0.15,0,0.13976194237515868,0.15,2016-04-04 15:48:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0015021,20.216666666666665,0,3.0547870363353056,20.216666666666665,2016-04-04 15:49:00+00:00,Phone,Category 40,Subcategory 174,2,2,3
INC0015022,41.0,0,3.7376696182833684,41.0,2016-04-04 15:50:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015023,68.11666666666666,0,4.23579589802428,68.11666666666666,2016-04-04 15:50:00+00:00,Phone,Category 20,Subcategory 174,2,2,3
INC0015025,75.76666666666667,0,4.340770518158529,75.76666666666667,2016-04-04 15:52:00+00:00,Phone,Category 46,Subcategory 94,2,2,3
INC0015026,550.6833333333333,0,6.3129742101670585,550.6833333333333,2016-04-04 15:54:00+00:00,Phone,Category 46,Subcategory 250,2,2,3
INC0015027,72.11666666666666,0,4.292056338944113,72.11666666666666,2016-04-04 15:54:00+00:00,Phone,Category 24,Subcategory 174,2,2,3
INC0015028,0.15,0,0.13976194237515868,0.15,2016-04-04 15:56:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0015029,20.033333333333335,0,3.0461084808790577,20.033333333333335,2016-04-04 15:57:00+00:00,Phone,Category 17,Subcategory 174,2,2,3
INC0015031,0.26666666666666666,0,0.2363887780642304,0.26666666666666666,2016-04-04 16:00:00+00:00,Phone,Category 37,Subcategory 174,2,2,3
INC0015032,21.35,0,3.106826321059578,21.35,2016-04-04 16:01:00+00:00,Phone,Category 53,Subcategory 174,2,1,2
INC0015035,0.4166666666666667,0,0.3483066942682158,0.4166666666666667,2016-04-04 16:05:00+00:00,Phone,Category 46,Subcategory 251,2,2,3
INC0015036,45.31666666666667,0,3.835501867520403,45.31666666666667,2016-04-04 16:05:00+00:00,Phone,Category 53,Subcategory 168,2,2,3
INC0015037,187.13333333333333,0,5.237150931310549,187.13333333333333,2016-04-04 16:05:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0015040,24.3,0,3.2308043957334744,24.3,2016-04-04 16:10:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0015041,767.1333333333333,0,6.643963329190118,767.1333333333333,2016-04-04 16:11:00+00:00,Phone,Category 46,Subcategory 223,2,2,3
INC0015042,0.21666666666666667,0,0.19611487892629045,0.21666666666666667,2016-04-04 16:15:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015043,0.18333333333333332,0,0.16833531481921474,0.18333333333333332,2016-04-04 16:16:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015044,69.68333333333334,0,4.25820980725249,69.68333333333334,2016-04-04 16:18:00+00:00,Phone,Category 46,Subcategory 252,2,2,3
INC0015045,0.3,0,0.26236426446749106,0.3,2016-04-04 16:21:00+00:00,Phone,Category 35,Subcategory 132,2,2,3
INC0015046,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-04-04 16:21:00+00:00,Phone,Category 40,Subcategory 174,2,2,3
INC0015047,209.73333333333332,0,5.3505935111134075,209.73333333333332,2016-04-04 16:21:00+00:00,Phone,Category 37,Subcategory 174,2,2,3
INC0015048,0.3333333333333333,0,0.2876820724517809,0.3333333333333333,2016-04-04 16:23:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015049,0.8166666666666667,0,0.597003320007043,0.8166666666666667,2016-04-04 16:25:00+00:00,Phone,Category 37,Subcategory 123,2,2,3
INC0015050,1.4,0,0.8754687373538999,1.4,2016-04-04 16:26:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015051,19.383333333333333,0,3.0147175734650715,19.383333333333333,2016-04-04 16:28:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0015052,23.216666666666665,0,3.187041101348182,23.216666666666665,2016-04-04 16:29:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015053,66.93333333333334,0,4.2185268321205145,66.93333333333334,2016-04-04 16:30:00+00:00,Phone,Category 26,Subcategory 174,2,2,3
INC0015054,167.16666666666666,0,5.124955551125554,167.16666666666666,2016-04-04 16:32:00+00:00,Phone,Category 53,Subcategory 130,2,2,3
INC0015055,21.133333333333333,0,3.0970847678142785,21.133333333333333,2016-04-04 16:32:00+00:00,Phone,Category 26,Subcategory 275,2,2,3
INC0015057,11.316666666666666,0,2.510953358726101,11.316666666666666,2016-04-04 16:33:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0015058,11.45,0,2.5217206229107165,11.45,2016-04-04 16:37:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0015059,,0,,,2016-04-04 16:39:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015060,40.2,0,3.7184382563554808,40.2,2016-04-04 16:39:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015061,0.4166666666666667,0,0.3483066942682158,0.4166666666666667,2016-04-04 16:40:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
INC0015062,0.38333333333333336,0,0.32449604557449724,0.38333333333333336,2016-04-04 16:41:00+00:00,Phone,Category 9,Subcategory 174,2,2,3
INC0015063,362.9,0,5.896879104618114,362.9,2016-04-04 16:42:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015066,21.05,0,3.093312601892855,21.05,2016-04-04 16:44:00+00:00,Phone,Category 40,Subcategory 69,2,2,3
INC0015068,73.15,0,4.306090068583941,73.15,2016-04-04 16:48:00+00:00,Phone,Category 26,Subcategory 175,2,2,3
INC0015069,23.883333333333333,0,3.2141982353170895,23.883333333333333,2016-04-04 16:48:00+00:00,Phone,Category 9,Subcategory 174,3,2,3
INC0015070,41.13333333333333,0,3.740839193044647,41.13333333333333,2016-04-04 16:50:00+00:00,Phone,Category 61,Subcategory 164,2,2,3
INC0015071,362.8,0,5.896604266084022,362.8,2016-04-04 16:50:00+00:00,Phone,Category 53,Subcategory 174,2,2,3
INC0015072,11.366666666666667,0,2.51500468094528,11.366666666666667,2016-04-04 16:50:00+00:00,Phone,Category 32,Subcategory 174,2,2,3
INC0015074,0.08333333333333333,0,0.08004270767353643,0.08333333333333333,2016-04-04 16:52:00+00:00,Phone,Category 42,Subcategory 223,2,2,3
